Ref_No,Facility_Name,Service_Type,Contact_Name,Address1,Address2,Address3,Town,Eircode,County,Age_Range,Area,Community,Contact_Name,Email,Phone_Number
TU2015CC403,Teeny Bops Playschool ,Sessional,Michele O'Callaghan ,Glasha ,Newberry, ,Mallow ,P51 VK4N,Cork,2 - 6 Years,South,N/A,Michele O'Callaghan,michele.ocallaghan@yahoo.com,022 43544
TU2015CC404,Templebreedy Pre-School Limited by Guarantee ,Sessional,Trina Jennings ,Templebreedy ,, ,Crosshaven ,P43 D854,Cork,2 - 6 Years,South,N/A,Barry Jenkins,preschooltemplebreedy@gmail.com,N/A
TU2015CC405,Teresa McCarthy's Playschool ,Sessional,Teresa McCarthy ,1 Barrymore Court ,Sallybrook, ,Glanmire ,T45 Y188,Cork,3 - 6 Years,South,N/A,Teresa McCarthy,lindamac28@hotmail.com,021 4822171
TU2015CC408,The Chalet Montessori School ,Sessional,June Barrett ,Heather Leah ,Lough Villas,The Lough ,Cork ,T12 E061,Cork,2 - 6 Years,South,N/A,June Barrett,junefroggatt@eircom.net,N/A
TU2016CC013,The Children's House Montessori School ,Sessional,Ina Leahy ,c/o St. Mary's  Church ,, ,Knockraha ,T56 E638,Cork,3 - 6 Years,South,N/A,Ina Leahy,inaleahy@gmail.com,086 1500616
TU2015CC410,The Children's House Preschool ,Sessional,Marie  Sheehan ,Drominaar ,, ,Whitechurch ,T34 NT29,Cork,2 - 6 Years,South,N/A,Marie Sheehan,chousemont2000@gmail.com,087 4121290
TU2015CC411,The Childrens Lodge Montessori School ,Sessional,Sinéad  Brady ,New Road ,, ,Bandon ,P72 HN25,Cork,2 - 6 Years,South,N/A,Sinéad  Brady,bobsinead@eircom.net,023 8844245
TU2015CC412,The Early Years Centre ,Sessional,Joan O'Sullivan ,Birchdale ,Caherlag, ,Glanmire ,T45 EP22,Cork,2 - 6 Years,South,N/A,Joan O'Sullivan,joanosullivan1@hotmail.com,021 4353572
TU2015CC413,The Farmyard Kindergarten ,Sessional,Carol Brogan ,Quaker Meeting House ,Summerhill South,Farmyard Kindergarten Ltd. ,Cork ,T12 XW8R,Cork,2 - 6 Years,South,N/A,Paddy Lynch,kindergartenfarmyard@gmail.com,N/A
TU2015CC415,The New Beginnings Montessori School ,Sessional,Gráinne Healy ,Ballyspillane ,, ,Midleton ,P25 W020,Cork,2 - 6 Years,South,N/A,Gráinne Healy,padjohealy@eircom.net,N/A
TU2015CC418,The Shalom Montessori Pre-School ,Sessional,Hazel Murphy ,Ballinlough Community Centre ,Ballinlough Road, ,Cork ,T12 ETTE,Cork,2 - 6 Years,South,N/A,Hazel Murphy,hazmurphy@gmail.com,N/A
TU2015CC419,The Smurfs ,Sessional,Elio Blanco Azofra ,Clonakilty Lodge ,Dunmore Road, ,Clonakilty ,P85 HW68,Cork,2 - 6 Years,South,N/A,Norma Hyde,normahyde79@gmail.com,023 8833466
TU2015CC421,The Treehouse Playschool ,Sessional,Samantha Dorgan ,Stone Lodge ,Ballinrea, ,Carrigaline ,P43 HX49,Cork,2 - 6 Years,South,N/A,Samantha Dorgan,colmandsam@eircom.net,021 4365228
TU2015CC420,The Treehouse Playschool ,Sessional,Emma O'Keeffe ,Lisnagar Demense ,, ,Rathcormac ,P61 YE97,Cork,2 - 6 Years,South,N/A,Emma O'Keeffe,emmokeeffe@gmail.com,025 87498
TU2015CC422,The Wendy House Montessori School ,Sessional,Wendy  O' Driscoll ,Rospico ,Ashdale Drive,Terrysland ,Carrigtwohill ,T45 HP40,Cork,2 - 6 Years,South,N/A,Wendy  O'Leary,olearywendy@gmail.com,086 3941418
TU2015CC423,The Willows Montessori ,Sessional,Mary Long ,The Willows ,Model Farm Road, ,Cork ,T12 H938,Cork,2 - 6 Years,South,N/A,Mary Long,johnjalong@yahoo.com,021 4874255
TU2015CC425,Thornfields Montessori ,Sessional,Hazel O'Donoughue ,Macroom Road ,Kilbrogan, ,Bandon ,P72 KX97,Cork,2 - 6 Years,South,N/A,Tara O'Brien,taraobrien88@yahoo.com,023 8820916
TU2015CC426,Time of Wonder Montessori School ,Sessional,Sharon  Sheedy ,Castlewood ,Little Island, ,Cork ,T45 RC6O,Cork,2 - 6 Years,South,N/A,Sharon Sheedy,sharon.timeofwonder@gmail.com,086 1279431
TU2015CC427,Timoleague Community Playschool and After School Club ,Sessional,Noelle Kingston ,Community Centre ,, ,Timoleague ,P72 F884,Cork,2 - 6 Years,South,N/A,Lorraine Harte (Chair),timoleaguecommunityplayschool@gmail.com,N/A
TU2015CC428,Tiny Toes Pre-School ,Sessional,Patricia Buckley ,Kerry Road ,, ,Tower ,T23 RR02,Cork,2 - 6 Years,South,N/A,Patricia Buckley,triciabuckleyoneill@gmail.com,021 4382519
TU2015CC429,Tiny Tots Creche & Pre-School ,Sessional,Hazel O'Mahony ,Killeagh Gardens ,, ,Killeagh ,N/A,Cork,0 - 6 Years,South,N/A,Hazel O'Mahony,williamcrowley01@hotmail.com,024 95648
TU2015CC430,Tiny Tots Montessori School ,Sessional,Catherine Cronin ,1 Townview ,, ,Mallow ,P51 XH63,Cork,2 - 6 Years,South,N/A,Catherine Cronin,tinytotsmallow@gmail.com,N/A
TU2015CC431,Tiny Tots Pre-School ,Sessional,Claire O'Mahony- Crowley ,Unit 7 ,Broderick St, ,Midleton ,N/A,Cork,2 - 6 Years,South,N/A,Hazel O'Mahony,williamcrowley01@hotmail.com,021 4632380
TU2015CC436,Tír na nÓg Montessori School (Delaney's) ,Sessional,Tracey  O'Connor ,Delaney's GAA Club ,Dublin Hill, ,Cork ,T23 A594,Cork,2 - 6 Years,South,N/A,Tracey  O'Connor,tnnog@eircom.net,021 4211804
TU2016CC026,Tir Na Nóg Playschool ,Sessional,Linda Hogan ,Castlepark Centre ,Castlepark, ,Ballincollig ,P31 DF83,Cork,2 - 6 Years,South,N/A,Linda Hogan,tirnanogballincollig@gmail.com,086 3090892
TU2015CC437,Tír na nÓg Playschool ,Sessional,Margaret Crowley Eileen Kenefick ,Family Resource Centre ,Blackwater Heights, ,Youghal ,P36 YE98,Cork,2 - 6 Years,South,N/A,Margaret Crowley Eileen Kenefick,tirnanogplayschool@gmail.com,N/A
TU2015CC438,Tir na n-Óg Pre-School ,Sessional,Phil  Foley ,Knockarourke ,, ,Donoughmore ,P32 AP86,Cork,3 - 6 Years,South,N/A,Phil  Foley,afoley10@eircom.net,021 7337301
TU2015CC440,TLC Unlimited ,Sessional,Mary McShortall ,Woodfield ,, ,Blarney ,T23 YXK2,Cork,0 - 6 Years,South,N/A,Mary McShortall,mmcshortall.tlc@gmail.com,021 4383491
TU2015CC441,Toddle Inn Montessori ,Sessional,Kelda  Browne ,The Elms ,Castlejane Woods, ,Glamire ,T45 CC60,Cork,2 - 6 Years,South,N/A,Kelda  Browne,keldabrowne@gmail.com,N/A
TU2015CC475,Togher Playschool ,Sessional,Sarah Hodkinson ,Togher ,, ,Dunmanway ,P47 D628,Cork,3 - 6 Years,South,N/A,Sarah Hodkinson,togherplayschool@gmail.com,N/A
TU2015CC444,Toonsbridge Playschool ,Sessional,Geraldine Lynch ,Clonclud ,Kilnamartyra, ,Macroom ,P12 FW60,Cork,2 - 6 Years,South,N/A,Geraldine Lynch,geraldinel2nemo@yahoo.ie,026 43633
TU2015CC447,Tracton Community Playgroup Ltd ,Sessional,Grace Wrenne ,Tracton G. A. A.  Hall and Pre-fab ,, ,Minane Bridge ,P17 KX47,Cork,2 - 6 Years,South,N/A,Caroline Saunders,tractonplaygroup@yahoo.ie,N/A
TU2015CC448,Tricia's Montessori ,Sessional,Patricia Treacy ,Dromdiah ,, ,Killeagh ,P36 NT04,Cork,2 - 6 Years,South,N/A,Patricia Treacy,pmtreacy2@hotmail.com,N/A
TU2015CC450,Turner's Cross Community Playgroup ,Sessional,Annmarie Geraghty ,25 Capwell Rd. ,Turner's Cross, ,Cork ,T12 HP62,Cork,2 - 6 Years,South,N/A,Catherine Sheehan,littleturners@eircom.net,021 4915934
TU2015CC451,Turner's Cross Pre-School ,Sessional,Johanne Murphy ,Bunscoil Chríost Rí ,Presentation Prmary School,Turner's Cross ,Cork ,T12 H6KA,Cork,2 - 6 Years,South,N/A,Johanne Murphy,johannemurphy@hotmail.com,N/A
TU2015CC305,Tus an Bhothair ,Sessional,Niamh Sheridan ,Grounds of Togher Boys School ,Togher Road, ,Cork ,T12 Y710,Cork,3 - 6 Years,South,N/A,Niamh Sheridan,tab@tfamc.ie,021 4847767
TU2015CC453,Two Rivers Kindergarten ,Sessional,Lucy Cox ,An Sanctoir ,Bawnknockane, ,Ballydehob ,P81 XF34,Cork,2 - 6 Years,South,N/A,Ciara  Ferguson (Chair),tworiverskindergarten@gmail.com,N/A
TU2015CC455,Ups A Daisy ,Sessional,Miriam Spillane ,Crosshaven Rugby Club ,Myrtleville Cross, ,Crosshaven ,P43 W322,Cork,2 - 6 Years,South,N/A,Miriam Spillane,buckley.miriam@gmail.com,086 3620484
TU2015CC457,Vicarstown Playschool ,Sessional,Eileen Murphy ,Kileen ,, ,Vicarstown ,P32 KX33,Cork,3 - 6 Years,South,N/A,Eileen Murphy,Eileen1951@eircom.net,021 4385219
TU2015CC458,Wallaroo Playschool  ,Sessional,Joanie Barron ,10 Sunmount ,Military Hill, ,Cork ,T23 HY03,Cork,2 - 6 Years,South,N/A,Deirdre  Tobin,wallarooplayschool@gmail.com,021 4504514
TU2015CC459,Walterstown Community Playschool ,Sessional,Eileen Armstrong ,Walterstown ,, ,Cobh ,P24 KO34,Cork,2 - 6 Years,South,N/A,Gráinne McCarthy Des McKee,eileenaarmstrong@eircom.net,N/A
TU2015CC460,Watergrasshill Montessori Pre-school ,Sessional,Diane Cox ,Mitchelsfort ,, ,Watergrasshill ,T56 AT22,Cork,2 - 6 Years,South,N/A,Diane Cox,dianacox@hotmail.com,021 4889405
TU2015CC263,Watergrasshill Playschool Ltd. ,Sessional,Maureen Hedderman ,Community Centre ,, ,Watergrasshill ,T56 Y744,Cork,2 - 6 Years,South,N/A,Maureen Hedderman,maurhedd@hotmail.com,N/A
TU2015CC461,Wee Wisdom ,Sessional,Brenda Burke ,Ballinraha ,Glanworth, ,Fermoy ,P51 NV80,Cork,2 - 6 Years,South,N/A,Brenda Burke,burkemb72@gmail.com,N/A
TU2015CC462,Willowbank Pre-School Playgroup ,Sessional,Carolanne Desmond ,74 Willowbank Court ,Mill Road, ,Midleton ,P25 NF86,Cork,2 - 6 Years,South,N/A,Carolanne Desmond,carolannedesmond@hotmail.com,021 4634440
TU2015CC463,Willowmere Pre-School ,Sessional,Mary Walshe ,Kerry Pike ,, ,Kerry Pike ,T23 K599,Cork,2 - 6 Years,South,N/A,Brian Walshe,eoinwalshe1@eircom.net,021 4873964
TU2015CC464,Yellow House ,Sessional,Jennifer O'Connell ,59 North Street ,, ,Skibbereen ,N/A,Cork,2 - 6 Years,South,N/A,Jennifer O'Connell,yellowhousemontessori@gmail.com,028 51622
TU2016CC006,Yellow House Montessori ,Sessional,Jennifer O'Connell ,63 North Street ,, ,Skibbereen ,N/A,Cork,2 - 6 Years,South,N/A,Jennifer O'Connell,yellowhousemontessori@gmail.com,028 51622
TU2015CC465,Zebra Playschool ,Sessional,Orly Berkovich ,The Old E.S.B. Building ,Market Street, ,Skibbereen ,P81 EC57,Cork,2 - 6 Years,South,N/A,Orly Berkovich,zebradoods@gmail.com,028 23032
TU2015CC075,Brookfield Creche ,Drop-In,Maria O'Riordan ,Brookfield Leisure Centre ,College Road, ,Cork ,N/A,Cork,0 - 6 Years,South,N/A,Maria O'Riordan,brookfieldleisurecentre@eircom.net,021 4344308
TU2015CC256,Mardyke Arena UCC ,Drop-In,Tracey Feehan ,UCC ,Mardyke Walk,Western Road ,Cork ,T12 N1FK,Cork,0 - 6 Years,South,N/A,Patsy Ryan,Sharon.OReilly@ucc.ie,021 4904780
TU2015CC331,Quality Hotel Drop In Centre ,Drop-In,Esther Whelband ,Clonakilty Park Leisure Centre ,, ,Clonakilty ,P85 RD23,Cork,Unknown,South,N/A,Tom O'Herlihy,eforeman1972@hotmail.com,023 8834887
TU2015CC340,Ready Steady Play ,Drop-In,Pearl O'Brien Linda O'Connell ,Mahon Point Shopping Centre ,Ground Floor,Mahon Point ,Cork ,T12 V2CD,Cork,1 - 6 Years,South,N/A,Carol  Coffey,info@readysteadyplay.ie,086 3927534
TU2015CC350,Rochestown Park Drop in Centre ,Drop-In,Constantina O'Sullivan ,Rochestown Park Hotel & Leisure Centre ,Rochestown, ,Cork ,T12 AKC8,Cork,0 - 6 Years,South,N/A,Lorraine Lee,leisure@rochestownpark.com,021 4890750
TU2015CC373,Source Health and Fitness Drop In Centre ,Drop-In,Heike Chlebosz ,Source Health and Fitness ,Silversprings,Tivoli ,Cork ,T23 DA00,Cork,0 - 6 Years,South,N/A,Alicia Collins,acollins@sourcehealthandfitness.com,021 4505128
TU2015DL004,Amanda's Cots'N'Tots Creche ,Full Day,Amanda Kelly ,Annaugh ,, ,Clonmany ,N/A,Donegal,0 - 6 Years,West,N/A,Amanda Kelly,amandakellyen@yahoo.co.uk,074 9378737
TU2015DL005,An Scoil Bheag  ,Full Day,Evelyn Griffin ,Ionad Aosoideachais ,, ,Gort A Choirce ,N/A,Donegal,2 - 6 Years,West,N/A,Martin Gormley,evelyngriffin@donegalvec.ie,074 9162695
TU2015DL006,Ardara Community Childcare Ltd ,Full Day,Rosaleen Breslin ,Charlie Bennett Drive ,, ,Ardara ,F94 D825,Donegal,0 - 6 Years,West,N/A,David Kelly,ardarachildcare@eircom.net,074 9537744
TU2015DL007,B.A.S.I.C Childcare Centre Ltd.  T/A Bundoran Community Childcare ,Full Day,Louise  McGrath ,Bundoran Retail Park ,Station Road, ,Bundoran ,F94 HF65,Donegal,0 - 6 Years,West,N/A,Joseph McNulty,bundoranchildcare@yahoo.ie,071 9833685
TU2015DL010,Bee Kool Kidz Creche ,Full Day,Brenda Dunleavey ,Upper Ballymacool  ,, ,Letterkenny ,F92 TKE5,Donegal,0 - 6 Years,West,N/A,Lucia Dunleavey,beekoolkidz@hotmail.com,074 9124681
TU2015DL012,Bizzy Bees Creche ,Full Day,Michelle Harkin Deirdre Mc Laughlin ,Rooskey ,, ,Clonmany ,F93 KX70,Donegal,0 - 6 Years,West,N/A,Michelle Harkin Deirdre Mc Laughlin,bizzybeescreche@gmail.com,086 3712700
TU2015DL013,Bocan Community Creche ,Full Day,Caroline Borden ,Bocan ,, ,Culdaff ,N/A,Donegal,0 - 6 Years,West,N/A,Michael Doherty,bocancommunitycreche@yahoo.ie,087 2921973
TU2015DL014,Bomany Nursery & Montessori School ,Full Day,Patricia Fitzpatrick ,Bomany ,, ,Letterkenny ,F92 P983,Donegal,0 - 6 Years,West,N/A,Patricia Fitzpatrick,bomanynursery@yahoo.co.uk,074 9125929
TU2015DL015,Bright Beginnings  ,Full Day,Crona Gallagher ,Adult Education Centre ,Kerrykeel Road, ,Milford ,N/A,Donegal,0 - 6 Years,West,N/A,Crona Gallagher,cronagallagher@donegaletb.ie,074 9153056
TU2015DL027,Colmcille Creche ,Full Day,Orla Gillen ,Carrownaffe ,Derry Rd, ,Moville ,F93 Y4A6,Donegal,0 - 6 Years,West,N/A,Orla Gillen,egillen@live.com,074 9385937
TU2015DL029,CPI Community Childcare ,Full Day,Tina McNamee ,CPI Complex ,Castlefinn, ,Lifford ,F93 YDR9,Donegal,0 - 6 Years,West,N/A,Stephen Kennedy,cpichildcare@gmail.com,074 9143976
TU2015DL002,Crana Kids Pre-School And Creche ,Full Day,Bernadette McDaid ,Crana Kids Pre-School and Créche ,24 Millfield Heights, ,Buncrana ,F93 YT99,Donegal,0 - 6 Years,West,N/A,Bernadette  McDaid,bernadettemcdaid@donegaletb.ie,074 9322873
TU2015DL030,Craoibhin Áis Cúram Páistí ,Full Day,Noreen Trearty ,Currin ,, ,An Tearmann ,F92 TY09,Donegal,0 - 6 Years,West,N/A,Michael McBride,info@craoibhintermon.ie,074 9119988
TU2015DL031,Creeslough Community Childcare Services Ltd  ,Full Day,Geraldine  Mc Fadden ,St Michael's Tce ,, ,Creeslough ,F92 XF61,Donegal,0 - 6 Years,West,N/A,Edel Coll,admin@cccc.ie,074 9138841
TU2015DL038,Drumkeen Community Childcare  ,Full Day,Kerry Ferris ,Drumkeen ,, ,Ballybofey ,F93 F242,Donegal,0 - 6 Years,West,N/A,Stephen  Friel,drumkeencommunitychildcare@gmail.com,074 9134844
TU2015DL041,EMSC Montessori Ltd ,Full Day,Edel O'Neill ,Long Lane ,, ,Letterkenny ,F92 N923,Donegal,0 - 6 Years,West,N/A,Maureen Walsh,info@errigalcreche.com,074 9113964
TU2015DL042,Fairytales Day Care Ltd ,Full Day,Patrice McBride ,Drumbern ,, ,Milford ,N/A,Donegal,0 - 6 Years,West,N/A,Patrice McBride,patricefairytales@gmail.com,074 9163198
TU2015DL043,"Fairytales Day Care, Rathmullan ",Full Day,Michelle Toye ,Kerr's Bay ,Rathmullan, ,Letterkenny ,N/A,Donegal,0 - 6 Years,West,N/A,Patrice McBride,patricefairytales@gmail.com,"074 9158278, 086 1654432"
TU2015DL046,Glebe Childcare ,Full Day,Diana McInerney ,6 Glebe ,, ,Letterkenny ,N/A,Donegal,1 - 6 Years,West,N/A,Diana McInerney,mcinerneydiana@gmail.com,087 9525086
TU2015DL138,Glen Outdoor School for Early Learning ,Full Day,Karen O'Donnell ,Barrack ,Newmills, ,Letterkenny ,F92 YR68,Donegal,0 - 6 Years,West,N/A,Sally O'Donnell,sallyparkschool@hotmail.com,086 1737748
TU2015DL047,Glenties Community Playgroup Ltd ,Full Day,Bridie McCahill ,Glen Rd ,, ,Glenties ,F94 D622,Donegal,2 - 6 Years,West,N/A,MaryAnn Molloy,glentiesplaygroup@eircom.net,074 9551907
TU2015DL055,Ionad Curam Paistí t/a Spraoi Le Chéile ,Full Day,Michelle Hogg ,Carnmore Road ,, ,Dungloe ,F94 Y657,Donegal,0 - 6 Years,West,N/A,Caroline Gillespie,spraoilecheile@gmail.com,074 9522804
TU2015DL056,Kid Kare Créche & Montessori ,Full Day,Sharon Graham-Porter ,Tawnalarry ,, ,Donegal Town ,F94 A895,Donegal,0 - 6 Years,West,N/A,Sharon Graham-Porter,kidkaredonegal@hotmail.com,074 9743068
TU2015DL062,Letterkenny Community P/G Childcare Ltd ,Full Day,Geraldine Burke ,County Enterprise Business Park ,Ballyraine, ,Letterkenny ,F92 PF29,Donegal,0 - 6 Years,West,N/A,Eoin Gildea,communitychildcare.letterkenny@gmail.com,074 9176667
TU2015DL067,Little Dreamers ,Full Day,Mary McColgan Patricia Gallagher ,Carnamuggagh Upper ,Mountain Top, ,Letterkenny ,F92 KR44,Donegal,0 - 6 Years,West,N/A,Mary  McColgan,littledreamers2007@hotmail.com,074 9123947
TU2016DL008,Little Sweethearts ,Full Day,Karen Mc Laughlin Danielle Mc Colgan ,Drumley ,Gleneely, ,Lifford ,F93 PY7W,Donegal,0 - 6 Years,West,N/A,Karen Mc Laughlin,karenmclaughlin29@hotmail.com,074 9367872
TU2015DL075,Little Tobys Playschool ,Full Day,Cathy McCarron ,Glenkeady House ,Ardmore, ,Muff ,F93 XE14,Donegal,2 - 6 Years,West,N/A,Cathy McCarron,cathymccarron28@hotmail.com,074 9384237
TU2015DL081,Naíolann Ghaoth Dobhair ,Full Day,Caitlin Ui Dhugain ,Aislann Ghaoth Dobhair ,Na Doirí Beaga, ,Leitir Ceanainn ,F92 D60W,Donegal,0 - 6 Years,West,N/A,Ian Mac Aindriú,i.macaindriu@arasinisgluaire.ie,074 9531958
TU2015DL098,Naíonra Ghort a Choirce ,Full Day,Ann-Marie Mcgee ,An Scoil Bheag ,Gort A Choirce, ,Leitir Ceanainn ,F92 Y44Y,Donegal,1 - 6 Years,West,N/A,Suzanne Níc Geidí,suzanne@cnng.ie,074 9160296
TU2015DL111,Niall Mor Childcare Centre ,Full Day,Claire Neill ,Niall Mor Childcare Centre (Niall Mor Community & Enterprise Centre Ltd.) ,, ,Killybegs ,F94 FYX2,Donegal,0 - 6 Years,West,N/A,Conor Conaghan,niallmorchildcarecentre@gmail.com,074 9748000
TU2015DL112,Nursery Lane Playgroup & After School Club ,Full Day,Amanda Lynch ,Tievebane ,,Burnfoot ,Lifford ,F93 E2T1,Donegal,0 - 6 Years,West,N/A,Amanda Lynch,gandmlynch@hotmail.com,074 9360544
TU2015DL122,Ready Steady Grow Childcare Centre ,Full Day,Paula O'Doherty ,Glenview Business Park ,Donegal Road, ,Ballybofey ,F93 N7FF,Donegal,0 - 6 Years,West,N/A,Paula O'Doherty,info@rsgchildcare.com,074 9190151
TU2015DL124,Saimer Community Childcare Group Ltd ,Full Day,Breda Tinney-Cassidy ,The Rock ,, ,Ballyshannon ,F94 NH36,Donegal,0 - 6 Years,West,N/A,John Meehan,info@saimerchildcare.ie,071 9852942
TU2015DL126,Shining Stars Montessori & Creche ,Full Day,Aoife Dorrian ,Unit 33 and 34 Pinehill Industrial Estate ,Mountain Top, ,Letterkenny ,F92 R973,Donegal,0 - 6 Years,West,N/A,Aoife Dorrian,aoifedorrian@yahoo.co.uk,074 9168428
TU2015DL128,Slí an Eolais ,Full Day,Mary Ward ,Quay Rd ,, ,Dungloe ,F94 K2F9,Donegal,1 - 6 Years,West,N/A,Mary Ward,pjward4@eircom.net,074 9522547
TU2015DL129,Smallworld Childcare LTD ,Full Day,Louise Gately ,Drumlonagher ,, ,Donegal Town ,F94 FF82,Donegal,2 - 6 Years,West,N/A,Louise Gately,louisegately@gmail.com,074 9740586
TU2015DL135,T. T. Childcare Ltd. ,Full Day,Theresa Gallen ,Finn Community Childcare Centre ,Railway Road, ,Stranorlar ,F93 NW29,Donegal,0 - 6 Years,West,N/A,Anne Marie Sweeney,childcarefinn@gmail.com,074 9175369
TU2015DL139,The Model Creche ,Full Day,Gillian Lowry ,Drumnahoe ,, ,Letterkenny ,F92 FH51,Donegal,0 - 6 Years,West,N/A,Pauline Doherty,themodelcreche@gmail.com,074 9126951
TU2015DL140,The Park School for Early Learning ,Full Day,Sally O'Donnell ,23 Glen Park ,Mountain top, ,Letterkenny ,F92 E2C6,Donegal,0 - 6 Years,West,N/A,Sally O'Donnell,sallyparkschool@hotmail.com,074 9177700
TU2015DL145,Vtots Pre-School ,Full Day,Paula Patton ,Adult Education Training Centre ,Ard O'Donnell, ,Letterkenny ,F92 DP98,Donegal,0 - 6 Years,West,N/A,Martin Gormley,vtots@donegaletb.ie,074 9161583
TU2015DL147,Wonder Years ECCE Ltd  ,Full Day,Marcella McNamee Vincent McNamee ,Rossbracken ,, ,Letterkenny ,F92 TX99,Donegal,0 - 6 Years,West,N/A,Marcella McNamee Vincent McNamee,wonderyearsecceltd@gmail.com,074 9157905
TU2015DL003,ABC Childcare Centre ,Part Time,Kathryn Lynch ,Finnvalley Enterprise Park ,, ,Lifford ,F93 XDW3,Donegal,2 - 6 Years,West,N/A,Linda Byrne,abccentre.lifford@gmail.com,074 9142860
TU2015DL009,Barnesmore Montessori School ,Part Time,Suzanne Costello ,Barnesmore Community Centre ,, ,Barnesmore ,F94 C902,Donegal,2 - 6 Years,West,N/A,Suzanne Costello,suzanne.costello6@gmail.com,087 6408013
TU2015DL029,CPI Community Childcare ,Part Time,Tina McNamee ,CPI Complex ,Castlefinn, ,Lifford ,F93 YDR9,Donegal,0 - 6 Years,West,N/A,Stephen Kennedy,cpichildcare@gmail.com,074 9143976
TU2015DL035,Donagh Creche Ltd ,Part Time,Stella Farren ,Mullins ,, ,Carndonagh ,F93 FE04,Donegal,0 - 6 Years,West,N/A,John Farren John D O'Kane,donaghcreche@eircom.net,074 9373158
TU2015DL037,Donegal Playgroup Ltd ,Part Time,Orla Campbell ,Michael Cooney Memorial Park ,Mullins, ,Donegal Town ,F94 AX79,Donegal,2 - 6 Years,West,N/A,Sunda Muldoon,orla@donegalplaygroup.com,074 9740836
TU2015DL039,Dunfanaghy Community Playhouse Ltd  ,Part Time,Paula Sweeney ,Faugher ,, ,Dunfanaghy ,F92 K1C8,Donegal,2 - 6 Years,West,N/A,Sinead  McColgan,dunfanaghyplayhouse@gmail.com,086 2678883
TU2016DL003,Honey Bees Pre-school ,Part Time,Susan Mc Colgan Donna McGonigle ,Main Street ,, ,Muff ,F93 H2TH,Donegal,2 - 6 Years,West,N/A,Susan Mc Colgan Donna McGonigle,honeybeespreschool@outlook.com,087 4307400
TU2015DL057,Kiddly Winks Childcare ,Part Time,Denise Gallagher ,Ballintra Community Centre ,, ,Ballintra ,F94 X7TD,Donegal,2 - 6 Years,West,N/A,Denise Gallagher,denisegall7@hotmail.com,074 9747019
TU2015DL065,Little Acorns Montessori Playschool ,Part Time,Erika Deery ,16 & 17 Gaelic Park ,, ,Carndonagh ,F93 WD62,Donegal,2 - 6 Years,West,N/A,Sarah Quigley-Burns Jennifer Grant,sarahquigleyburns@hotmail.com,074 9329430
TU2015DL063,Little Acorns Montessori Playschool ,Part Time,Jennifer Grant ,31 Cockhill Road ,, ,Buncrana ,F93 D853,Donegal,2 - 6 Years,West,N/A,Jennifer Grant Sarah Quigley-Burns,littleacornsmont@gmail.com,074 9321805
TU2015DL066,Little Angels Montessori School ,Part Time,Linda Robinson ,Main Street ,, ,Mountcharles ,N/A,Donegal,2 - 6 Years,West,N/A,Linda Robinson,littleangelsmontessori@gmail.com,087 6984433
TU2015DL078,Manorcunningham Community Child Care Centre Ltd ,Part Time,Gerardine Connolly ,Ray ,, ,Manorcunningham ,F92 EK81,Donegal,2 - 6 Years,West,N/A,Olivia Murray,manorcommunitychildcare@gmail.com,074 9157611
TU2015DL090,Naíonra Bun Cranncha Teo ,Part Time,Catríona Mhic Lochlainn ,4 Cluain Cumhaill ,, ,Bun Cranncha ,F93 NT73,Donegal,2 - 6 Years,West,N/A,Catríona Mhic Lochlainn,naionrabuncranncha1@yahoo.ie,074 9363736
TU2015DL114,Quigleys Point Community Playgroup ,Part Time,Joanne Mc Cauley ,Cabry ,Quigleys Point, ,Lifford ,F93 R57X,Donegal,2 - 6 Years,West,N/A,Seamus McGranaghan,qpcoe@eircom.net,074 9383653
TU2015DL115,Rainbow Nursery School ,Part Time,Patricia McBrearty ,Roughpark ,Woodlands, ,Letterkenny ,F92 VW83,Donegal,2 - 6 Years,West,N/A,Patricia McBrearty,rainbow.school@hotmail.com,074 9126076
TU2015DL121,Ray School for Early Learning ,Part Time,Laura Walker ,Ray Community Centre ,Ray,Rathmullen ,Letterkenny ,F92 CD70,Donegal,1 - 6 Years,West,N/A,Sally O'Donnell,sallyparkschool@hotmail.com,086 4107974
TU2015DL128,Slí an Eolais ,Part Time,Mary Ward ,Quay Rd ,, ,Dungloe ,F94 K2F9,Donegal,1 - 6 Years,West,N/A,Mary Ward,pjward4@eircom.net,074 9522547
